season,team1,team2,winner,win_by_runs,win_by_wickets,venue,toss_winner,toss_decision,player_of_match
2021,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,0,7,Wankhede Stadium,Mumbai Indians,field,Player30
2021,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,0,4,MA Chidambaram Stadium,Royal Challengers Bangalore,bat,Player7
2021,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,0,7,MA Chidambaram Stadium,Sunrisers Hyderabad,field,Player6
2021,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,18,0,Rajiv Gandhi Stadium,Kolkata Knight Riders,field,Player42
2021,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,0,6,Rajiv Gandhi Stadium,Mumbai Indians,bat,Player9
2021,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,29,0,Wankhede Stadium,Delhi Capitals,field,Player15
2021,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,44,0,Rajiv Gandhi Stadium,Sunrisers Hyderabad,bat,Player7
2021,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,0,5,MA Chidambaram Stadium,Royal Challengers Bangalore,field,Player31
2021,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,82,0,Chinnaswamy Stadium,Chennai Super Kings,field,Player29
2021,Punjab Kings,Delhi Capitals,Delhi Capitals,0,6,MA Chidambaram Stadium,Punjab Kings,bat,Player21
2021,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,14,0,Chinnaswamy Stadium,Royal Challengers Bangalore,field,Player49
2022,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,0,5,Feroz Shah Kotla,Royal Challengers Bangalore,bat,Player32
2022,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,15,0,Feroz Shah Kotla,Royal Challengers Bangalore,bat,Player3
2022,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,79,0,Eden Gardens,Chennai Super Kings,field,Player47
2022,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,67,0,MA Chidambaram Stadium,Sunrisers Hyderabad,bat,Player4
2022,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,8,0,Feroz Shah Kotla,Royal Challengers Bangalore,field,Player9
2022,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,71,0,Rajiv Gandhi Stadium,Rajasthan Royals,bat,Player22
2022,Punjab Kings,Mumbai Indians,Punjab Kings,0,1,MA Chidambaram Stadium,Punjab Kings,field,Player46
2022,Punjab Kings,Mumbai Indians,Punjab Kings,0,9,Wankhede Stadium,Mumbai Indians,field,Player46
2022,Punjab Kings,Delhi Capitals,Punjab Kings,0,9,Eden Gardens,Delhi Capitals,bat,Player5
2022,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0,2,Eden Gardens,Mumbai Indians,bat,Player28
2022,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,9,0,Chinnaswamy Stadium,Kolkata Knight Riders,bat,Player4
2022,Delhi Capitals,Mumbai Indians,Mumbai Indians,0,3,MA Chidambaram Stadium,Mumbai Indians,field,Player16
2022,Punjab Kings,Rajasthan Royals,Rajasthan Royals,13,0,Feroz Shah Kotla,Punjab Kings,field,Player18
2022,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,0,7,Feroz Shah Kotla,Chennai Super Kings,bat,Player12
2022,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,55,0,Eden Gardens,Rajasthan Royals,bat,Player39
2022,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0,6,Feroz Shah Kotla,Chennai Super Kings,field,Player41
2022,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,86,0,Rajiv Gandhi Stadium,Mumbai Indians,field,Player12
2022,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,0,1,Eden Gardens,Kolkata Knight Riders,bat,Player49
2022,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,0,3,Rajiv Gandhi Stadium,Sunrisers Hyderabad,field,Player23
2022,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,0,3,Chinnaswamy Stadium,Kolkata Knight Riders,field,Player8
2022,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,0,5,MA Chidambaram Stadium,Punjab Kings,bat,Player25
2022,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,64,0,Eden Gardens,Mumbai Indians,bat,Player32
2022,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,0,7,Wankhede Stadium,Delhi Capitals,bat,Player39
2022,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,0,2,Eden Gardens,Rajasthan Royals,field,Player42
2022,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,0,6,Eden Gardens,Rajasthan Royals,bat,Player45
2022,Mumbai Indians,Punjab Kings,Mumbai Indians,0,8,Feroz Shah Kotla,Mumbai Indians,bat,Player23
2022,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,92,0,Wankhede Stadium,Delhi Capitals,bat,Player2
2022,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,6,0,Eden Gardens,Mumbai Indians,bat,Player38
2022,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,0,2,Eden Gardens,Delhi Capitals,bat,Player35
2022,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,0,1,Chinnaswamy Stadium,Mumbai Indians,field,Player45
2022,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,0,9,Feroz Shah Kotla,Royal Challengers Bangalore,field,Player43
2022,Chennai Super Kings,Mumbai Indians,Mumbai Indians,0,3,Eden Gardens,Chennai Super Kings,field,Player9
2022,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,34,0,Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Player18
2022,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,6,0,Feroz Shah Kotla,Mumbai Indians,field,Player32
2022,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,10,0,Rajiv Gandhi Stadium,Mumbai Indians,field,Player18
2022,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,95,0,Chinnaswamy Stadium,Kolkata Knight Riders,field,Player9
2022,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,0,1,Eden Gardens,Sunrisers Hyderabad,field,Player5
2022,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,18,0,MA Chidambaram Stadium,Rajasthan Royals,bat,Player4
2022,Chennai Super Kings,Delhi Capitals,Delhi Capitals,95,0,Wankhede Stadium,Delhi Capitals,bat,Player48
2022,Rajasthan Royals,Delhi Capitals,Delhi Capitals,94,0,Feroz Shah Kotla,Rajasthan Royals,bat,Player37
2022,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,0,8,Feroz Shah Kotla,Chennai Super Kings,bat,Player10
2022,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,2,0,Rajiv Gandhi Stadium,Mumbai Indians,field,Player23
2022,Rajasthan Royals,Punjab Kings,Rajasthan Royals,29,0,Rajiv Gandhi Stadium,Punjab Kings,bat,Player5
2022,Rajasthan Royals,Punjab Kings,Rajasthan Royals,50,0,Chinnaswamy Stadium,Punjab Kings,bat,Player17
2022,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,92,0,MA Chidambaram Stadium,Sunrisers Hyderabad,field,Player3
2022,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,84,0,Feroz Shah Kotla,Chennai Super Kings,field,Player19
2022,Delhi Capitals,Punjab Kings,Punjab Kings,0,8,Wankhede Stadium,Punjab Kings,bat,Player25
2022,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,14,0,Wankhede Stadium,Kolkata Knight Riders,field,Player36
2022,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,89,0,Rajiv Gandhi Stadium,Delhi Capitals,bat,Player8
2022,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,0,3,MA Chidambaram Stadium,Chennai Super Kings,bat,Player45
2022,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,0,2,Chinnaswamy Stadium,Sunrisers Hyderabad,field,Player24
2022,Chennai Super Kings,Punjab Kings,Punjab Kings,25,0,Wankhede Stadium,Punjab Kings,field,Player11
2022,Chennai Super Kings,Punjab Kings,Chennai Super Kings,0,2,Chinnaswamy Stadium,Chennai Super Kings,bat,Player38
2022,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,0,5,Rajiv Gandhi Stadium,Rajasthan Royals,bat,Player30
2022,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0,6,Eden Gardens,Royal Challengers Bangalore,bat,Player45
2022,Mumbai Indians,Delhi Capitals,Mumbai Indians,0,8,Rajiv Gandhi Stadium,Delhi Capitals,bat,Player3
2022,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,27,0,Wankhede Stadium,Delhi Capitals,field,Player38
2022,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,75,0,MA Chidambaram Stadium,Rajasthan Royals,bat,Player36
2022,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,81,0,Eden Gardens,Mumbai Indians,bat,Player48
2022,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,62,0,Eden Gardens,Royal Challengers Bangalore,field,Player48
